url,label,type_detect,datetime
http://7seascity.com/,0,compare,16/04/2023 10:08:54
http://nerosk.ru/78hceef,0,compare,16/04/2023 10:09:08
http://blackwatchpd.com/,0,compare,16/04/2023 10:09:14
http://jccmontreal.blogspot.com/,0,compare,16/04/2023 10:09:15
http://lol47.noip.me/,0,compare,16/04/2023 10:09:21
http://merkel.esc14.net/,0,compare,16/04/2023 10:09:21
http://www.plancho.de/988g765f,0,compare,16/04/2023 10:09:24
http://yourcab.ca/tour-chester.htm,0,compare,16/04/2023 10:09:30
http://lpmxp2068.com,0,compare,16/04/2023 10:09:33
http://lpmxp1035.com,0,compare,16/04/2023 10:09:35
http://67.221.195.6/se77.avi,0,compare,16/04/2023 10:09:49
http://tobogo.net/cdsb/board.php?board=mylife&bm=view&no=457&category=&auth=&page=1&search=&keyword=&recom=,0,model-half-detect,16/04/2023 03:09:54
http://beckspeed.com/,0,compare,16/04/2023 10:09:54
http://www.pbs.org/wgbh/aso/databank/entries/bhpenf.html,1,model-full-detect,16/04/2023 03:09:58
http://vedicmotet.com/rpi4l,0,compare,16/04/2023 10:10:12
http://innbill.com/,0,compare,16/04/2023 10:10:33
http://patriciaconroy.net/bio.cfm,0,compare,16/04/2023 10:10:55
http://google-analytisc.co.cc,0,compare,16/04/2023 10:10:56
http://hcunit.com/67j5hg,0,compare,16/04/2023 10:10:58
http://u-flats.com/rfscc,0,compare,16/04/2023 10:11:07
http://happyrushop.com/67j5hg,0,compare,16/04/2023 10:11:25
http://yonasu.com/masaki-aiba-to-star-in-new-drama-bartender/,0,model-half-detect,16/04/2023 03:11:26
http://segal.ws/db/box/,0,compare,16/04/2023 10:11:30
https://artturo.com/index.php?view=article&catid=46:logo-design&id=64:architect-lopes-silva&tmpl=component&print=1&layout=default&page=&option=com_content,0,model-full-detect,16/04/2023 03:11:39
http://guidemyroute.com/auth.php,0,compare,16/04/2023 10:12:05
http://daymix.com/Jimmy-Rollins/,0,compare,16/04/2023 10:12:05
http://taipo.com.tw/mail,0,compare,16/04/2023 10:12:12
http://samaju.se/fsqrtgrm,0,compare,16/04/2023 10:12:18
http://equiptel.com/images/db2/,0,compare,16/04/2023 10:12:28
http://www.babolna.eu/index.php?option=com_content&view=category&layout=blog&id=10&Itemid=16&el_mcal_month=12&el_mcal_year=2012,1,model-half-detect,16/04/2023 03:12:30
http://edrian.com/dfc33k,0,compare,16/04/2023 10:12:30
http://9779.info/%E6%9F%93%E7%BA%B8%E4%BD%9C%E5%93%81%E5%89%AA%E8%B4%B4%E7%94%BB/,1,model-full-detect,16/04/2023 03:12:31
http://raihaan.com/87nft3,0,compare,16/04/2023 10:12:43
http://turkeytravelplanner.com/,1,compare,16/04/2023 10:12:46
http://sycamore-crossing.com/,0,compare,16/04/2023 10:12:47
http://missouridairygoats.com/,0,compare,16/04/2023 10:12:48
http://bluefile.biz/,0,compare,16/04/2023 10:13:02
http://firstbanknigeria.com/,1,compare,16/04/2023 10:13:06
http://91.239.24.61:6892,0,compare,16/04/2023 10:13:06
http://hpenvis.nic.in/sacred.aspx,0,compare,16/04/2023 10:13:22
http://ca.indeed.com/Aldo-jobs,0,compare,16/04/2023 10:13:23
http://genealogy.su/g766d4ft,0,compare,16/04/2023 10:13:34
http://fancypantsadventures.com/,0,compare,16/04/2023 10:13:36
http://all4supply.com/54JHbjgcDLG,0,compare,16/04/2023 10:13:47
http://chrisrwright.co.uk/,0,compare,16/04/2023 10:13:53
http://poker-bets.net/component/tag/pokerstrategy,1,model-half-detect,16/04/2023 03:13:58
http://marine-recruitment.com/,0,compare,16/04/2023 10:14:07
https://www.emusic.com/artist/Fleetwood-Mac-MP3-Download/10564324.html,0,model-full-detect,16/04/2023 03:14:12
http://mxp1077.com,0,compare,16/04/2023 10:14:14
http://blackwatchpd.com/,0,compare,16/04/2023 10:14:15
http://lol47.noip.me/,0,compare,16/04/2023 10:14:19
http://merkel.esc14.net/,0,compare,16/04/2023 10:14:20
http://budforjudge.com/,0,compare,16/04/2023 10:14:21
http://dabihfluky.com/d5436gh/,0,compare,16/04/2023 10:14:21
http://www.plancho.de/988g765f,0,compare,16/04/2023 10:14:22
http://yourcab.ca/tour-chester.htm,0,compare,16/04/2023 10:14:24
http://qmaviation.com/,0,compare,16/04/2023 10:14:26
http://lpmxp2068.com,0,compare,16/04/2023 10:14:27
http://lpmxp1035.com,0,compare,16/04/2023 10:14:28
http://spectrumclub.net/the-news.1,0,compare,16/04/2023 10:14:30
http://67.221.195.6/se77.avi,0,compare,16/04/2023 10:14:40
http://6i3cb6owitcouepv.micropaysearch.com/img/rt.png,1,model-half-detect,16/04/2023 03:15:01
https://udn.com/news/story/6999/896739-%E6%9F%AF%E8%95%AD%E9%98%B2%E7%A6%A6%E7%8E%87%E7%A0%B44-%E8%B3%BD%E6%8F%9A%E7%8D%8E%E5%8A%9F%E5%8A%9B%E7%9B%A1%E5%A4%B1%EF%BC%9F,0,model-full-detect,16/04/2023 03:15:04
http://vedicmotet.com/rpi4l,0,compare,16/04/2023 10:15:08
http://innbill.com/,0,compare,16/04/2023 10:15:24
http://patriciaconroy.net/bio.cfm,0,compare,16/04/2023 10:15:41
http://google-analytisc.co.cc,0,compare,16/04/2023 10:15:41
http://hcunit.com/67j5hg,0,compare,16/04/2023 10:15:43
http://u-flats.com/rfscc,0,compare,16/04/2023 10:15:50
http://happyrushop.com/67j5hg,0,compare,16/04/2023 10:16:08
http://segal.ws/db/box/,0,compare,16/04/2023 10:16:17
http://bjcurio.com/js/index.htm?ref=http://izrxueeus.battle.net/d3/en/index,0,model-half-detect,16/04/2023 03:16:30
http://guidemyroute.com/auth.php,0,compare,16/04/2023 10:16:42
http://daymix.com/Jimmy-Rollins/,0,compare,16/04/2023 10:16:43
https://amazon.com/s?ie=UTF8&keywords=North%20Dakota&rh=n%3A1036592%2Ck%3ANorth%20Dakota&page=1,0,model-full-detect,16/04/2023 03:16:46
http://taipo.com.tw/mail,0,compare,16/04/2023 10:16:48
http://samaju.se/fsqrtgrm,0,compare,16/04/2023 10:16:52
http://equiptel.com/images/db2/,0,compare,16/04/2023 10:17:01
http://edrian.com/dfc33k,0,compare,16/04/2023 10:17:02
http://raihaan.com/87nft3,0,compare,16/04/2023 10:17:13
http://turkeytravelplanner.com/,1,compare,16/04/2023 10:17:17
http://sycamore-crossing.com/,0,compare,16/04/2023 10:17:17
http://missouridairygoats.com/,0,compare,16/04/2023 10:17:18
http://bluefile.biz/,0,compare,16/04/2023 10:17:29
http://www.ferienwohnungen-in-nordfriesland.de/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5mZXJpZW53b2hudW5nZW4taW4tbm9yZGZyaWVzbGFuZC5kZS9odXN1bS8xMjI2LWZlcmllbndvaG51bmctaW4taHVzdW0tYWItNDUtZXVyby1hbS10YWcuaHRtbA==,1,model-half-detect,16/04/2023 03:17:32
http://firstbanknigeria.com/,1,compare,16/04/2023 10:17:40
http://91.239.24.61:6892,0,compare,16/04/2023 10:17:41
http://www.icci.com.br/site,1,model-full-detect,16/04/2023 03:17:45
http://hpenvis.nic.in/sacred.aspx,0,compare,16/04/2023 10:17:53
http://ca.indeed.com/Aldo-jobs,0,compare,16/04/2023 10:17:53
http://mylife.com/johndunbar,0,compare,16/04/2023 10:17:59
http://genealogy.su/g766d4ft,0,compare,16/04/2023 10:18:02
http://fancypantsadventures.com/,0,compare,16/04/2023 10:18:09
http://all4supply.com/54JHbjgcDLG,0,compare,16/04/2023 10:18:18
http://chrisrwright.co.uk/,0,compare,16/04/2023 10:18:22
http://marine-recruitment.com/,0,compare,16/04/2023 10:18:37
http://mxp1077.com,0,compare,16/04/2023 10:18:42
http://budforjudge.com/,0,compare,16/04/2023 10:18:47
http://dabihfluky.com/d5436gh/,0,compare,16/04/2023 10:18:48
http://qmaviation.com/,0,compare,16/04/2023 10:18:50
